biome_lineage,biome_name,sample_accession,host_scientific_name,run_accession,experiment_type
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795389,Drosophila melanogaster,ERR2013411,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795390,Drosophila melanogaster,ERR2013412,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795391,Drosophila melanogaster,ERR2013413,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795392,Drosophila melanogaster,ERR2013414,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795393,Drosophila melanogaster,ERR2013415,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795394,Drosophila melanogaster,ERR2013416,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795395,Drosophila melanogaster,ERR2013417,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795396,Drosophila melanogaster,ERR2013418,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795397,Drosophila melanogaster,ERR2013419,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795398,Drosophila melanogaster,ERR2013420,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795399,Drosophila melanogaster,ERR2013421,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795400,Drosophila melanogaster,ERR2013422,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795401,Drosophila melanogaster,ERR2013423,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795402,Drosophila melanogaster,ERR2013424,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795403,Drosophila melanogaster,ERR2013425,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795404,Drosophila melanogaster,ERR2013426,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795405,Drosophila melanogaster,ERR2013427,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795406,Drosophila melanogaster,ERR2013428,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795407,Drosophila melanogaster,ERR2013429,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795408,Drosophila melanogaster,ERR2013430,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795409,Drosophila melanogaster,ERR2013431,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795410,Drosophila melanogaster,ERR2013432,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795411,Drosophila melanogaster,ERR2013433,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795412,Drosophila melanogaster,ERR2013434,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795413,Drosophila melanogaster,ERR2013435,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795414,Drosophila melanogaster,ERR2013436,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795415,Drosophila melanogaster,ERR2013437,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795416,Drosophila melanogaster,ERR2013438,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795417,Drosophila melanogaster,ERR2013439,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795418,Drosophila melanogaster,ERR2013440,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795419,Drosophila melanogaster,ERR2013441,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795420,Drosophila melanogaster,ERR2013442,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795421,Drosophila melanogaster,ERR2013443,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795422,Drosophila melanogaster,ERR2013444,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795423,Drosophila melanogaster,ERR2013445,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795424,Drosophila melanogaster,ERR2013446,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795425,Drosophila melanogaster,ERR2013447,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795426,Drosophila melanogaster,ERR2013448,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795427,Drosophila melanogaster,ERR2013449,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795428,Drosophila melanogaster,ERR2013450,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795429,Drosophila melanogaster,ERR2013451,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795430,Drosophila melanogaster,ERR2013452,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795431,Drosophila melanogaster,ERR2013453,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795432,Drosophila melanogaster,ERR2013454,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795433,Drosophila melanogaster,ERR2013455,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795434,Drosophila melanogaster,ERR2013456,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795435,Drosophila melanogaster,ERR2013457,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795436,Drosophila melanogaster,ERR2013458,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795437,Drosophila melanogaster,ERR2013459,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795438,Drosophila melanogaster,ERR2013460,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795439,Drosophila melanogaster,ERR2013461,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795440,Drosophila melanogaster,ERR2013462,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795441,Drosophila melanogaster,ERR2013463,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795442,Drosophila melanogaster,ERR2013464,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795443,Drosophila melanogaster,ERR2013465,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795444,Drosophila melanogaster,ERR2013466,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795445,Drosophila melanogaster,ERR2013467,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795446,Drosophila melanogaster,ERR2013468,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795447,Drosophila melanogaster,ERR2013469,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795448,Drosophila melanogaster,ERR2013470,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795449,Drosophila melanogaster,ERR2013471,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795450,Drosophila melanogaster,ERR2013472,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795451,Drosophila melanogaster,ERR2013473,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795452,Drosophila melanogaster,ERR2013474,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795453,Drosophila melanogaster,ERR2013475,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795454,Drosophila melanogaster,ERR2013476,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795455,Drosophila melanogaster,ERR2013477,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795456,Drosophila melanogaster,ERR2013478,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795457,Drosophila melanogaster,ERR2013479,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795458,Drosophila melanogaster,ERR2013480,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795459,Drosophila melanogaster,ERR2013481,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795460,Drosophila melanogaster,ERR2013482,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795461,Drosophila melanogaster,ERR2013483,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795462,Drosophila melanogaster,ERR2013484,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795463,Drosophila melanogaster,ERR2013485,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795464,Drosophila melanogaster,ERR2013486,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795465,Drosophila melanogaster,ERR2013487,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795466,Drosophila melanogaster,ERR2013488,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795467,Drosophila melanogaster,ERR2013489,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795468,Drosophila melanogaster,ERR2013490,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795469,Drosophila melanogaster,ERR2013491,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795470,Drosophila melanogaster,ERR2013492,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795471,Drosophila melanogaster,ERR2013493,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795472,Drosophila melanogaster,ERR2013494,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795473,Drosophila melanogaster,ERR2013495,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795474,Drosophila melanogaster,ERR2013496,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795475,Drosophila melanogaster,ERR2013497,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795476,Drosophila melanogaster,ERR2013498,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795477,Drosophila melanogaster,ERR2013499,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795478,Drosophila melanogaster,ERR2013500,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795479,Drosophila melanogaster,ERR2013501,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795480,Drosophila melanogaster,ERR2013502,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795481,Drosophila melanogaster,ERR2013503,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795482,Drosophila melanogaster,ERR2013504,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795483,Drosophila melanogaster,ERR2013505,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795484,Drosophila melanogaster,ERR2013506,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795485,Drosophila melanogaster,ERR2013507,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795486,Drosophila melanogaster,ERR2013508,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795487,Drosophila melanogaster,ERR2013509,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795488,Drosophila melanogaster,ERR2013510,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795489,Drosophila melanogaster,ERR2013511,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795490,Drosophila melanogaster,ERR2013512,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795491,Drosophila melanogaster,ERR2013513,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795492,Drosophila melanogaster,ERR2013514,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795493,Drosophila melanogaster,ERR2013515,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795494,Drosophila melanogaster,ERR2013516,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795495,Drosophila melanogaster,ERR2013517,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795496,Drosophila melanogaster,ERR2013518,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795497,Drosophila melanogaster,ERR2013519,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795498,Drosophila melanogaster,ERR2013520,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795499,Drosophila melanogaster,ERR2013521,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795500,Drosophila melanogaster,ERR2013522,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795501,Drosophila melanogaster,ERR2013523,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795502,Drosophila melanogaster,ERR2013524,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795503,Drosophila melanogaster,ERR2013525,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795504,Drosophila melanogaster,ERR2013526,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795505,Drosophila melanogaster,ERR2013527,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795506,Drosophila melanogaster,ERR2013528,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795507,Drosophila melanogaster,ERR2013529,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795508,Drosophila melanogaster,ERR2013530,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795509,Drosophila melanogaster,ERR2013531,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795510,Drosophila melanogaster,ERR2013532,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795511,Drosophila melanogaster,ERR2013533,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795512,Drosophila melanogaster,ERR2013534,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795513,Drosophila melanogaster,ERR2013535,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795514,Drosophila melanogaster,ERR2013536,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795515,Drosophila melanogaster,ERR2013537,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795516,Drosophila melanogaster,ERR2013538,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795517,Drosophila melanogaster,ERR2013539,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795518,Drosophila melanogaster,ERR2013540,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795519,Drosophila melanogaster,ERR2013541,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795520,Drosophila melanogaster,ERR2013542,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795521,Drosophila melanogaster,ERR2013543,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795522,Drosophila melanogaster,ERR2013544,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795523,Drosophila melanogaster,ERR2013545,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795524,Drosophila melanogaster,ERR2013546,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795525,Drosophila melanogaster,ERR2013547,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795526,Drosophila melanogaster,ERR2013548,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795527,Drosophila melanogaster,ERR2013549,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795528,Drosophila melanogaster,ERR2013550,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795529,Drosophila melanogaster,ERR2013551,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795530,Drosophila melanogaster,ERR2013552,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795531,Drosophila melanogaster,ERR2013553,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795532,Drosophila melanogaster,ERR2013554,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2778674,Locusta migratoria,ERR2828412,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268267,Apis mellifera,ERR1548982,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268268,Apis mellifera,ERR1548983,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268269,Apis mellifera,ERR1548984,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268270,Apis mellifera,ERR1548985,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268271,Apis mellifera,ERR1548986,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268272,Apis mellifera,ERR1548987,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268273,Apis mellifera,ERR1548988,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268274,Apis mellifera,ERR1548989,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268275,Apis mellifera,ERR1548990,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268276,Apis mellifera,ERR1548991,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268277,Apis mellifera,ERR1548992,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268278,Apis mellifera,ERR1548993,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268279,Apis mellifera,ERR1548994,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268280,Apis mellifera,ERR1548995,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268281,Apis mellifera,ERR1548996,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268282,Apis mellifera,ERR1548997,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268283,Apis mellifera,ERR1548998,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268284,Apis mellifera,ERR1548999,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268285,Apis mellifera,ERR1549000,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268286,Apis mellifera,ERR1549001,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268287,Apis mellifera,ERR1549002,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268288,Apis mellifera,ERR1549003,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268289,Apis mellifera,ERR1549004,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268290,Apis mellifera,ERR1549005,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268291,Apis mellifera,ERR1549006,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268292,Apis mellifera,ERR1549007,unknown
