biome_lineage,biome_name,sample_accession,host_scientific_name,run_accession,experiment_type
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500927,,ERR1794746,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500816,,ERR1794752,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500789,,ERR1794759,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501012,,ERR1794771,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500912,,ERR1794431,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501045,,ERR1794114,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501045,,ERR1794438,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500970,,ERR1794448,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501057,,ERR1794142,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501057,,ERR1794472,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501057,,ERR1794496,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500847,,ERR1794418,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500914,,ERR1794566,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500683,,ERR1794790,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500951,,ERR1794070,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500945,,ERR1794136,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500839,,ERR1794690,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500678,,ERR1794704,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500778,,ERR1794147,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500752,,ERR1794150,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501071,,ERR1794346,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501071,,ERR1794575,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501071,,ERR1794649,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501044,,ERR1794105,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501044,,ERR1794664,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500639,,ERR1794756,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500733,,ERR1794773,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500786,,ERR1794636,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500820,,ERR1794642,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500648,,ERR1794643,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500747,,ERR1794696,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501072,,ERR1794080,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500933,,ERR1794659,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500713,,ERR1794660,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500646,,ERR1794673,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501064,,ERR1794674,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500856,,ERR1794678,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500797,,ERR1794682,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501056,,ERR1794095,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501056,,ERR1794155,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501056,,ERR1794190,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501000,,ERR1794106,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501062,,ERR1794113,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501062,,ERR1794432,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500644,,ERR1794131,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500908,,ERR1794132,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500976,,ERR1794143,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500887,,ERR1794148,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500653,,ERR1794157,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500975,,ERR1794171,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500799,,ERR1794175,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500919,,ERR1794178,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500876,,ERR1794210,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500784,,ERR1794153,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500759,,ERR1794167,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500643,,ERR1794184,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500822,,ERR1794197,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500899,,ERR1794201,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501042,,ERR1794205,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501042,,ERR1794387,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500963,,ERR1794081,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501008,,ERR1794086,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500746,,ERR1794089,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501024,,ERR1794097,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501024,,ERR1794424,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500687,,ERR1794098,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500650,,ERR1794101,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500858,,ERR1794218,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500782,,ERR1794251,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500971,,ERR1794513,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500924,,ERR1794517,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500926,,ERR1794419,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500740,,ERR1794188,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501017,,ERR1794112,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501017,,ERR1794223,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501017,,ERR1794385,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500765,,ERR1794556,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500739,,ERR1794067,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500860,,ERR1794111,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501002,,ERR1794611,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500802,,ERR1794645,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500682,,ERR1794688,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501096,,ERR1794118,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500981,,ERR1794182,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500722,,ERR1794127,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500651,,ERR1794163,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500738,,ERR1794200,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501092,,ERR1794239,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501092,,ERR1794335,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501092,,ERR1794381,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500868,,ERR1794245,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500892,,ERR1794248,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500736,,ERR1794094,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501011,,ERR1794117,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500668,,ERR1794154,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500711,,ERR1794176,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500813,,ERR1794222,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500901,,ERR1794230,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500855,,ERR1794536,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500663,,ERR1794177,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500836,,ERR1794193,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500938,,ERR1794246,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500932,,ERR1794104,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500657,,ERR1794199,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501058,,ERR1794120,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501058,,ERR1794228,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501058,,ERR1794714,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501019,,ERR1794236,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501019,,ERR1794283,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500910,,ERR1794237,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500894,,ERR1794267,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500842,,ERR1794403,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500641,,ERR1794766,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500881,,ERR1794785,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500861,,ERR1794789,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500889,,ERR1794417,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500670,,ERR1794422,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500755,,ERR1794425,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501016,,ERR1794186,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501016,,ERR1794252,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501016,,ERR1794782,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500819,,ERR1794254,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500798,,ERR1794258,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500809,,ERR1794264,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500893,,ERR1794676,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500939,,ERR1794685,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500909,,ERR1794306,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500665,,ERR1794415,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501068,,ERR1794355,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501068,,ERR1794695,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501091,,ERR1794699,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501091,,ERR1794760,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501091,,ERR1794792,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500719,,ERR1794708,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501039,,ERR1794603,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501039,,ERR1794709,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500890,,ERR1794710,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500667,,ERR1794439,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500993,,ERR1794501,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501005,,ERR1794520,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500865,,ERR1794524,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500613,,ERR1794318,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500613,,ERR1794554,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500833,,ERR1794629,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500972,,ERR1794631,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501018,,ERR1794544,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501018,,ERR1794786,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500953,,ERR1794657,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500974,,ERR1794665,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500661,,ERR1794667,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500704,,ERR1794670,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500723,,ERR1794671,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500950,,ERR1794681,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500921,,ERR1794702,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500984,,ERR1794720,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500699,,ERR1794721,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500712,,ERR1794730,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500915,,ERR1794740,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500867,,ERR1794742,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500941,,ERR1794761,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500769,,ERR1794767,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500949,,ERR1794775,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500660,,ERR1794668,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500952,,ERR1794123,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500902,,ERR1794144,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500776,,ERR1794093,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500690,,ERR1794574,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500859,,ERR1794585,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500731,,ERR1794198,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501066,,ERR1794109,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501066,,ERR1794227,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500685,,ERR1794122,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500997,,ERR1794401,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500686,,ERR1794361,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500757,,ERR1794449,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500843,,ERR1794522,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500956,,ERR1794533,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500603,,ERR1794139,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500603,,ERR1794494,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500748,,ERR1794194,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500767,,ERR1794110,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500906,,ERR1794375,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500624,,ERR1794345,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500624,,ERR1794398,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500624,,ERR1794669,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500922,,ERR1794450,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500616,,ERR1794337,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500616,,ERR1794464,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500895,,ERR1794491,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501081,,ERR1794395,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501081,,ERR1794567,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501081,,ERR1794579,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500883,,ERR1794588,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500845,,ERR1794705,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501055,,ERR1794065,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501055,,ERR1794214,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500990,,ERR1794287,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500698,,ERR1794458,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500725,,ERR1794489,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500978,,ERR1794590,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500925,,ERR1794606,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500792,,ERR1794725,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500790,,ERR1794396,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500677,,ERR1794610,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500960,,ERR1794141,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501074,,ERR1794297,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501074,,ERR1794367,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501074,,ERR1794462,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500869,,ERR1794357,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500638,,ERR1794382,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500928,,ERR1794443,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500730,,ERR1794288,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500966,,ERR1794344,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500936,,ERR1794351,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501010,,ERR1794390,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501007,,ERR1794453,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500969,,ERR1794558,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500708,,ERR1794413,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500737,,ERR1794586,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500709,,ERR1794723,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500649,,ERR1794737,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500675,,ERR1794781,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500714,,ERR1794571,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500673,,ERR1794253,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500844,,ERR1794279,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500772,,ERR1794319,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500796,,ERR1794325,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500837,,ERR1794326,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500918,,ERR1794334,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500700,,ERR1794362,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500875,,ERR1794508,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500980,,ERR1794577,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500829,,ERR1794675,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500877,,ERR1794694,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501030,,ERR1794594,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501030,,ERR1794778,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500741,,ERR1794192,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500760,,ERR1794085,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500804,,ERR1794191,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501009,,ERR1794322,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500841,,ERR1794327,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500807,,ERR1794397,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500826,,ERR1794372,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501014,,ERR1794589,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500642,,ERR1794646,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500680,,ERR1794108,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500929,,ERR1794219,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500758,,ERR1794265,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500688,,ERR1794202,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500987,,ERR1794255,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500729,,ERR1794284,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500615,,ERR1794386,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500615,,ERR1794459,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500615,,ERR1794754,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500774,,ERR1794451,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500904,,ERR1794523,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500930,,ERR1794597,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500753,,ERR1794082,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500811,,ERR1794447,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500773,,ERR1794534,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500968,,ERR1794693,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500716,,ERR1794732,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500647,,ERR1794774,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500721,,ERR1794788,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500761,,ERR1794652,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1501003,,ERR1794316,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500706,,ERR1794550,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500785,,ERR1794242,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500652,,ERR1794270,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1500674,,ERR1794341,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606428,,ERR2696421,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606428,,ERR2696422,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606429,,ERR2696423,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606429,,ERR2696424,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606430,,ERR2696425,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606430,,ERR2696426,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606431,,ERR2696427,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2606431,,ERR2696428,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795379,Drosophila melanogaster,ERR2013401,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795380,Drosophila melanogaster,ERR2013402,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795381,Drosophila melanogaster,ERR2013403,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795382,Drosophila melanogaster,ERR2013404,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795383,Drosophila melanogaster,ERR2013405,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795384,Drosophila melanogaster,ERR2013406,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795385,Drosophila melanogaster,ERR2013407,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795386,Drosophila melanogaster,ERR2013408,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795387,Drosophila melanogaster,ERR2013409,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1795388,Drosophila melanogaster,ERR2013410,unknown
